Insulation,Temperature,Num_Occupants,Avg_Age,Home_Size
39577,6,59,10,44.2,6
39578,5,65,10,26.3,7
39579,6,77,7,17.8,7
39580,7,59,6,60.4,1
39581,4,86,2,68.3,5
39582,6,73,3,24.7,2
39583,6,46,8,61.5,5
39584,7,82,5,44.4,7
39585,3,49,9,72.7,6
39586,2,87,4,48.1,3
39587,1,85,3,51.1,8
39588,3,51,9,42.0,1
39589,7,66,6,55.2,8
39590,1,87,8,56.5,3
39591,1,61,8,58.7,1
39592,4,62,10,49.1,1
39593,0,60,7,39.4,4
39594,1,50,3,54.6,6
39595,4,49,2,43.1,3
39596,3,55,7,18.4,3
39597,0,60,3,33.7,8
39598,2,56,3,43.5,2
39599,5,76,5,68.2,5
39600,1,40,7,38.9,2
39601,5,51,2,15.7,3
39602,4,59,6,46.7,4
39603,0,61,8,24.0,8
39604,7,90,1,46.0,1
39605,2,85,4,48.9,5
39606,2,76,3,54.0,1
39607,1,87,5,29.9,7
39608,6,75,7,41.7,3
39609,3,43,5,36.0,5
39610,2,56,1,40.4,6
39611,8,40,7,48.1,4
39612,3,77,3,51.6,8
39613,0,78,7,23.1,7
39614,8,83,4,31.6,4
39615,2,49,6,58.0,1
39616,7,83,4,67.5,1
39617,0,47,5,53.9,4
39618,0,50,6,31.4,7
39619,6,52,10,53.4,2
39620,7,70,7,15.9,3
39621,3,52,4,70.5,1
39622,8,46,2,48.6,1
39623,6,74,4,67.1,4
39624,1,58,2,43.0,8
39625,4,50,9,60.9,2
39626,4,80,4,71.0,3
39627,4,62,1,22.7,8
39628,5,54,5,43.6,3
39629,5,84,5,37.0,6
39630,1,38,7,67.1,6
39631,6,52,5,59.3,4
39632,1,46,8,39.1,7
39633,5,63,5,69.8,3
39634,8,88,3,58.5,4
39635,0,62,1,34.1,7
39636,6,74,7,64.1,6
39637,3,54,4,30.0,3
39638,1,61,3,55.4,5
39639,5,55,1,22.1,6
39640,3,43,2,58.9,4
39641,0,48,6,50.7,8
39642,0,72,7,56.6,2
39643,1,59,9,57.2,1
39644,2,38,10,65.2,2
39645,5,44,4,38.3,1
39646,5,70,8,68.6,5
39647,0,84,9,20.2,5
39648,4,67,7,27.9,8
39649,1,83,6,72.4,3
39650,6,47,3,63.6,6
39651,0,71,2,72.5,5
39652,3,74,8,52.2,4
39653,6,46,9,27.6,7
39654,0,65,5,34.5,7
39655,3,82,7,39.6,8
39656,2,88,4,72.4,8
39657,2,52,2,54.9,8
39658,7,71,1,44.3,5
39659,1,78,2,54.4,1
39660,0,84,9,71.3,4
39661,4,80,3,33.0,1
39662,0,84,10,65.0,5
39663,1,45,9,65.1,8
39664,8,84,2,31.7,6
39665,2,40,8,53.7,1
39666,0,78,2,16.1,2
39667,0,60,6,71.2,7
39668,2,85,9,29.2,8
39669,3,56,10,16.8,7
39670,4,72,6,55.6,1
39671,1,84,8,55.3,8
39672,6,49,6,41.7,8
39673,7,54,10,30.7,6
39674,6,70,8,56.9,7
39675,0,71,6,45.1,8
39676,4,73,7,49.7,2
39677,4,81,2,21.5,3
39678,5,84,10,28.3,8
39679,1,57,5,61.0,4
39680,2,40,10,20.7,5
39681,8,55,10,48.6,4
39682,2,49,8,31.3,7
39683,8,80,1,40.9,1
39684,4,38,3,52.2,5
39685,1,46,8,31.8,8
39686,3,79,7,34.9,8
39687,1,86,9,67.5,6
39688,2,63,5,15.8,6
39689,4,65,1,63.4,3
39690,3,46,3,56.8,8
39691,3,71,9,45.0,3
39692,2,58,2,36.3,8
39693,4,60,6,18.9,8
39694,8,88,9,39.2,7
39695,1,66,7,67.9,8
39696,7,56,2,32.9,2
39697,2,82,10,51.5,4
39698,7,69,10,23.4,4
39699,2,90,6,58.6,8
39700,5,90,8,37.8,6
39701,2,90,1,17.7,7
39702,8,50,5,50.6,6
39703,4,70,5,68.9,7
39704,8,68,4,66.0,4
39705,7,51,4,51.4,6
39706,2,76,4,29.8,3
39707,3,82,2,59.7,4
39708,0,66,8,19.7,1
39709,1,62,6,54.3,7
39710,0,71,5,39.2,1
39711,4,62,8,22.2,5
39712,5,55,7,63.1,2
39713,4,58,6,18.1,7
39714,5,87,10,62.4,6
39715,7,74,8,17.6,3
39716,4,85,10,28.2,4
39717,8,46,3,53.2,7
39718,2,77,2,16.8,7
39719,4,90,9,19.8,3
39720,5,60,6,32.6,7
39721,8,40,5,23.7,6
39722,0,76,10,63.1,6
39723,5,58,4,51.1,4
39724,0,54,6,59.0,3
39725,2,74,5,51.2,5
39726,0,82,6,36.7,8
39727,1,86,10,60.4,6
39728,4,87,5,24.3,7
39729,8,85,4,38.9,5
39730,6,50,8,16.0,2
39731,2,76,2,61.5,6
39732,0,74,10,20.6,6
39733,8,85,5,50.5,7
39734,3,85,5,34.6,6
39735,4,59,8,40.6,4
39736,3,39,3,46.1,3
39737,6,89,7,42.7,1
39738,5,74,2,69.9,6
39739,4,54,3,34.8,4
39740,6,85,8,38.1,8
39741,6,75,2,26.0,7
39742,2,46,3,56.4,5
39743,8,44,9,38.3,2
39744,1,86,7,36.6,5
39745,6,52,6,32.1,4
39746,3,38,9,57.0,1
39747,2,48,1,24.5,5
39748,3,46,4,50.5,4
39749,1,39,8,55.7,8
39750,0,85,6,45.4,4
39751,8,73,6,67.6,2
39752,3,63,8,19.1,8
39753,5,42,3,43.9,3
39754,5,38,2,31.3,1
39755,4,78,9,39.4,6
39756,3,41,7,60.6,2
39757,1,83,2,68.6,6
39758,8,89,2,46.5,5
39759,4,84,6,53.3,7
39760,5,85,10,29.4,6
39761,7,69,7,22.1,1
39762,1,87,3,67.7,1
39763,4,81,2,40.4,4
39764,2,64,9,21.1,1
39765,2,77,7,43.1,5
39766,6,83,2,33.3,6
39767,1,59,4,19.4,8
39768,3,82,9,67.1,7
39769,4,72,7,40.2,5
39770,3,62,3,25.3,3
39771,0,72,6,62.9,2
39772,7,46,3,63.9,4
39773,1,79,4,17.7,2
39774,8,43,5,56.8,7
39775,5,55,10,49.0,5
39776,4,56,10,58.3,1
39777,1,64,4,61.9,5
39778,8,57,3,40.3,2
39779,2,83,10,57.7,2
39780,3,54,6,61.0,2
39781,5,75,6,27.6,4
39782,2,39,9,63.3,4
39783,8,60,7,44.7,6
39784,3,81,2,63.2,6
39785,5,86,6,33.5,2
39786,4,65,2,40.6,1
39787,5,71,6,32.9,6
39788,4,46,2,54.4,1
39789,3,70,6,52.9,3
39790,2,79,2,59.9,8
39791,5,43,1,68.2,2
39792,4,44,1,42.0,4
39793,2,43,1,33.9,4
39794,1,88,5,55.9,5
39795,1,51,8,32.6,6
39796,5,48,1,52.6,8
39797,4,51,10,33.0,7
39798,0,87,7,37.8,1
39799,7,55,10,30.9,2
39800,2,71,6,22.6,1
39801,8,77,6,40.8,8
39802,2,54,8,20.5,3
39803,2,48,3,34.1,6
39804,8,45,4,23.0,3
39805,0,78,9,58.3,3
39806,0,88,10,49.8,3
39807,0,42,9,70.2,8
39808,7,81,8,23.1,3
39809,4,41,2,24.2,1
39810,0,59,8,25.3,6
39811,2,63,10,33.1,3
39812,1,47,3,46.6,4
39813,3,44,3,29.6,8
39814,4,42,5,24.4,3
39815,7,78,5,72.5,8
39816,7,67,5,46.4,3
39817,5,56,1,44.0,7
39818,8,60,8,30.3,3
39819,2,78,4,30.4,7
39820,5,43,10,53.0,2
39821,3,38,4,53.1,1
39822,3,74,9,18.3,8
39823,4,38,10,20.4,5
39824,6,89,2,68.6,7
39825,7,77,1,37.3,8
39826,1,47,3,35.1,4
39827,4,58,4,25.7,2
39828,8,52,9,19.7,5
39829,6,41,8,16.4,3
39830,8,63,10,36.4,4
39831,0,67,4,59.1,3
39832,5,56,1,25.1,1
39833,4,55,4,54.0,4
39834,7,60,2,47.6,1
39835,7,57,6,66.0,7
39836,7,75,2,30.8,8
39837,8,48,7,30.6,6
39838,3,62,3,46.5,2
39839,7,87,10,33.5,3
39840,0,77,8,63.8,6
39841,6,58,5,65.6,3
39842,7,39,2,52.4,5
39843,6,87,4,51.0,4
39844,0,72,4,41.5,7
39845,6,40,4,72.3,8
39846,0,87,7,28.9,5
39847,0,75,3,20.0,5
39848,6,40,10,24.1,5
39849,4,90,3,43.0,7
39850,4,86,7,16.3,5
39851,5,70,6,48.1,5
39852,3,81,6,49.5,4
39853,5,88,5,50.6,4
39854,8,66,4,59.9,5
39855,4,65,9,26.3,2
39856,5,45,10,49.9,5
39857,5,52,7,56.5,7
39858,7,61,6,42.7,1
39859,2,77,4,17.3,1
39860,2,48,3,68.1,7
39861,0,54,2,68.1,2
39862,0,65,6,15.2,5
39863,2,72,7,42.0,3
39864,8,73,6,30.3,2
39865,6,48,9,58.9,4
39866,6,45,6,52.3,7
39867,7,69,5,57.4,6
39868,8,55,4,23.5,2
39869,4,87,4,50.8,7
39870,1,60,8,15.4,1
39871,5,70,1,49.5,5
39872,5,67,7,57.6,5
39873,3,71,7,43.6,4
39874,1,63,4,68.9,1
39875,8,78,7,31.3,3
39876,5,53,9,46.0,7
39877,4,51,1,21.3,7
39878,0,70,2,36.5,7
39879,6,55,6,16.4,8
39880,5,44,7,57.3,7
39881,6,77,4,44.1,3
39882,0,58,8,20.6,2
39883,5,48,2,38.5,3
39884,1,54,8,41.1,5
39885,4,41,3,66.6,5
39886,0,90,3,17.4,7
39887,3,74,10,27.5,1
39888,0,69,5,53.7,7
39889,6,84,1,29.1,6
39890,1,72,8,27.4,7
39891,7,73,3,22.2,7
39892,0,48,3,60.7,5
39893,8,72,2,48.8,6
39894,4,51,1,51.3,2
39895,3,84,8,39.9,2
39896,0,75,6,22.5,6
39897,1,63,3,19.0,2
39898,4,68,5,36.2,3
39899,1,75,7,37.2,1
39900,1,50,2,65.0,5
39901,0,45,1,38.5,3
39902,6,66,5,27.0,3
39903,4,59,6,55.5,8
39904,4,39,9,59.3,7
39905,6,53,2,23.4,3
39906,1,55,6,52.4,1
39907,1,69,2,17.2,4
39908,6,64,7,56.2,7
39909,2,47,2,47.7,7
39910,6,61,3,66.1,7
39911,4,80,4,39.7,2
39912,4,85,10,24.3,2
39913,5,81,9,61.0,4
39914,7,62,4,35.9,2
39915,2,73,4,23.2,7
39916,5,79,3,46.7,6
39917,7,59,9,48.0,5
39918,3,84,10,64.6,4
39919,6,58,2,58.5,2
39920,6,38,5,34.5,7
39921,6,58,10,41.3,5
39922,6,81,10,64.3,6
39923,4,82,10,23.2,7
39924,3,52,10,47.9,3
39925,8,61,7,42.1,1
39926,6,58,4,40.6,3
39927,0,68,4,20.8,1
39928,5,47,4,35.3,4
39929,6,55,8,42.9,1
39930,8,64,4,15.9,4
39931,8,46,7,40.6,8
39932,7,81,1,19.4,5
39933,2,79,9,16.1,4
39934,0,71,4,70.2,2
39935,8,82,6,61.2,2
39936,7,88,5,59.8,3
39937,1,50,1,26.4,6
39938,8,86,2,31.1,3
39939,8,63,7,27.9,4
39940,2,60,7,58.6,3
39941,2,46,6,21.2,4
39942,3,50,3,18.9,8
39943,4,76,5,42.0,6
39944,8,39,7,38.7,7
39945,2,88,5,72.3,2
39946,8,61,10,34.2,6
39947,6,55,9,67.7,3
39948,7,43,3,50.7,5
39949,8,82,5,45.6,3
39950,6,75,9,25.3,8
39951,8,52,3,26.9,6
39952,2,90,5,62.1,2
39953,7,59,2,44.0,7
39954,5,90,5,53.0,8
39955,8,46,5,64.4,3
39956,1,76,6,23.7,8
39957,6,68,10,22.9,3
39958,2,80,4,37.0,2
39959,7,45,7,70.5,2
39960,1,86,6,44.9,4
39961,8,70,3,29.8,1
39962,7,66,3,25.8,3
39963,2,73,4,44.7,2
39964,5,75,1,37.8,7
39965,4,89,5,34.8,6
39966,6,38,4,54.7,5
39967,2,75,1,53.3,5
39968,2,90,7,56.2,4
39969,6,51,1,32.1,1
39970,1,58,6,46.6,5
39971,2,53,6,29.2,3
39972,1,65,3,29.1,6
39973,7,45,9,16.7,1
39974,4,77,1,30.9,6
39975,8,45,10,47.6,2
39976,1,67,10,67.4,2
39977,6,63,3,55.4,6
39978,8,54,1,34.0,6
39979,5,43,7,46.5,2
39980,2,48,9,31.0,7
39981,5,42,3,56.3,3
39982,3,82,8,53.0,8
39983,1,44,2,39.3,5
39984,4,61,4,43.2,3
39985,3,45,7,68.3,2
39986,3,50,3,69.5,8
39987,7,39,8,72.3,3
39988,3,86,7,40.0,3
39989,8,40,10,31.1,1
39990,5,84,6,39.3,7
39991,7,83,10,32.3,8
39992,6,56,5,26.4,2
39993,5,60,2,22.7,4
39994,3,56,4,20.2,4
39995,4,65,2,32.3,8
39996,2,68,9,50.1,6
39997,2,73,8,46.4,7
39998,5,63,4,51.9,4
39999,2,46,4,17.0,7
40000,4,90,8,28.2,5
40001,2,71,10,54.8,1
40002,0,46,7,32.0,3
40003,8,74,3,33.0,5
40004,4,73,2,26.8,5
40005,5,71,9,44.7,3
40006,2,58,2,42.8,6
40007,3,57,9,15.5,6
40008,2,39,1,27.2,2
40009,2,52,4,37.0,1
40010,7,39,7,21.8,6
40011,6,55,9,29.2,6
40012,4,79,7,25.8,6
40013,7,60,6,49.3,4
40014,4,71,1,60.3,4
40015,3,60,9,20.1,2
40016,1,47,2,29.6,1
40017,1,90,7,15.8,2
40018,3,69,4,60.6,6
40019,8,73,7,42.6,5
40020,6,69,2,36.4,5
40021,8,76,2,61.3,8
40022,0,54,10,57.3,4
40023,5,48,7,25.7,1
40024,2,68,1,21.6,8
40025,8,56,7,16.4,5
40026,8,80,8,67.7,1
40027,5,86,1,53.0,5
40028,4,38,4,48.5,8
40029,8,80,6,66.5,2
40030,4,88,10,27.8,7
40031,3,68,5,20.0,1
40032,3,58,6,48.5,3
40033,2,38,5,65.4,7
40034,7,80,10,43.2,1
40035,7,45,9,25.3,8
40036,2,59,5,69.6,5
40037,7,77,8,46.4,2
40038,5,67,2,50.1,1
40039,7,44,1,27.8,1
40040,5,69,4,51.3,1
40041,3,85,3,65.0,3
40042,7,73,3,34.6,4
40043,7,57,4,32.1,1
40044,7,72,5,68.0,4
40045,2,87,5,15.9,8
40046,6,79,5,24.5,2
40047,1,85,7,27.8,3
40048,3,81,6,20.7,7
40049,2,72,3,40.9,8
40050,7,52,8,68.6,2
40051,2,83,3,58.5,2
40052,0,75,4,27.8,4
40053,5,61,3,22.2,6
40054,6,83,9,38.7,5
40055,7,83,1,35.9,2
40056,3,86,4,19.2,2
40057,8,74,7,51.2,7
40058,2,45,9,20.4,8
40059,3,42,4,17.3,8
40060,0,73,2,60.2,5
40061,4,88,9,36.2,1
40062,4,85,3,33.2,5
40063,7,53,8,45.1,3
40064,7,71,6,26.7,4
40065,7,62,7,58.8,5
40066,0,86,10,45.8,5
40067,7,85,9,40.4,2
40068,8,44,7,71.4,2
40069,8,38,8,42.6,4
40070,4,61,2,70.6,6
40071,6,50,7,31.8,8
40072,5,61,7,54.3,4
40073,2,79,2,32.7,8
40074,1,84,8,21.5,1
40075,5,51,6,64.0,3
40076,7,65,8,59.1,5
40077,4,50,5,33.8,4
40078,5,89,3,58.5,2
40079,7,63,9,61.0,7
40080,4,60,3,34.8,5
40081,2,85,5,60.9,4
40082,2,52,5,25.1,1
40083,6,82,3,52.2,7
40084,8,52,9,30.0,1
40085,6,66,10,20.3,1
40086,3,38,5,39.9,1
40087,0,89,8,17.1,4
40088,1,41,3,60.2,6
40089,8,54,6,34.3,8
40090,6,47,8,30.3,5
40091,6,68,9,24.4,2
40092,0,72,6,35.6,2
40093,1,39,3,43.1,3
40094,0,71,2,15.7,2
40095,7,72,9,51.1,6
40096,0,84,2,45.4,4
40097,1,78,3,56.7,2
40098,0,58,8,72.7,2
40099,8,81,1,72.1,8
40100,7,76,2,19.3,6
40101,5,50,2,43.3,2
40102,0,47,7,18.1,2
40103,8,73,7,26.9,8
40104,6,66,9,42.8,7
40105,1,81,5,68.3,7
40106,6,67,10,44.4,6
40107,0,80,10,35.8,5
40108,8,64,8,20.1,6
40109,0,78,10,65.7,2
40110,7,87,2,42.0,6
40111,2,57,3,19.8,2
40112,5,89,3,17.9,2
40113,5,59,7,45.1,3
40114,8,58,7,55.1,1
40115,1,57,2,42.8,8
40116,2,71,4,68.7,5
40117,0,76,5,35.2,6
40118,8,44,8,39.8,5
40119,3,38,10,30.4,4
40120,3,87,8,47.5,6
40121,2,47,7,52.4,2
40122,4,88,7,61.0,7
40123,2,39,7,40.0,5
40124,5,46,4,58.0,7
40125,0,66,6,70.2,8
40126,2,68,1,46.8,6
40127,3,79,1,30.4,5
40128,3,41,10,51.7,6
40129,8,48,4,28.7,2
40130,4,40,8,47.3,2
40131,5,63,4,60.0,5
40132,3,73,6,55.9,2
40133,6,39,8,62.6,4
40134,0,59,4,69.0,6
40135,7,84,10,27.0,8
40136,6,74,5,17.9,8
40137,2,52,1,15.2,4
40138,0,42,3,40.0,8
40139,5,66,10,63.7,3
40140,4,87,3,38.3,1
40141,0,51,3,66.7,2
40142,1,90,8,71.6,8
40143,3,64,6,23.7,2
40144,2,82,8,33.5,6
40145,6,54,6,23.8,5
40146,1,84,8,28.3,2
40147,2,42,9,23.4,4
40148,1,84,3,17.3,6
40149,8,40,6,48.9,4
40150,2,54,5,24.7,4
40151,5,47,3,52.2,2
40152,0,79,7,57.2,8
40153,5,78,1,66.8,6
40154,7,52,7,72.7,3
40155,0,53,2,71.1,2
40156,1,77,4,60.6,8
40157,8,46,4,16.0,2
40158,2,62,7,44.3,2
40159,3,56,10,34.2,2
40160,6,46,9,32.7,1
40161,4,57,7,22.4,7
40162,2,54,9,29.0,2
40163,8,77,10,40.8,2
40164,2,54,7,18.6,8
40165,1,58,6,25.6,2
40166,3,83,5,70.7,6
40167,4,75,3,31.3,2
40168,2,59,4,72.3,2
40169,7,77,10,52.7,8
40170,2,57,2,49.1,2
40171,5,75,7,33.2,6
40172,3,50,3,38.3,5
40173,0,58,6,33.6,8
40174,2,54,7,38.1,5
40175,3,81,1,60.4,3
40176,2,46,1,15.6,4
40177,3,63,10,25.4,1
40178,1,42,2,62.7,7
40179,8,62,3,20.8,3
40180,1,63,2,35.7,1
40181,5,72,6,35.0,1
40182,1,60,1,23.9,4
40183,3,76,1,38.9,1
40184,8,74,10,71.4,5
40185,5,66,6,21.8,6
40186,1,80,3,69.1,2
40187,5,79,7,37.9,1
40188,8,73,9,20.0,6
40189,2,53,8,61.2,3
40190,2,60,3,28.2,1
40191,4,78,1,46.2,1
40192,6,83,3,52.3,7
40193,1,39,10,37.9,3
40194,3,46,4,36.8,2
40195,0,62,5,38.7,1
40196,1,71,6,49.4,5
40197,7,56,9,43.2,6
40198,1,78,3,59.3,7
40199,8,69,8,23.9,5
40200,2,80,7,26.4,2
40201,4,45,4,51.0,1
40202,7,55,5,26.4,1
40203,8,40,4,23.1,3
40204,4,89,4,51.6,7
40205,5,89,1,36.7,7
40206,5,56,5,52.4,6
40207,1,82,3,15.4,4
40208,2,87,4,56.4,2
40209,3,73,5,46.8,2
40210,5,62,3,65.8,2
40211,5,79,2,40.7,3
40212,1,79,10,26.0,2
40213,0,47,2,15.6,2
40214,3,52,10,48.8,2
40215,0,46,8,25.5,2
40216,6,87,8,61.2,8
40217,0,56,3,48.1,5
40218,2,56,10,57.6,6
40219,8,82,7,23.3,2
40220,3,53,2,24.4,2
40221,7,89,6,29.7,2
40222,0,76,1,30.2,7
40223,7,66,7,41.3,2
40224,3,85,3,30.8,8
40225,3,71,3,37.3,6
40226,6,87,8,45.4,7
40227,5,43,6,70.1,6
40228,4,49,6,18.1,4
40229,2,85,2,34.6,5
40230,1,46,9,42.9,8
40231,2,61,6,27.1,3
40232,5,52,4,26.6,5
40233,5,65,2,34.4,8
40234,4,46,10,28.0,2
40235,6,76,1,46.7,1
40236,5,49,7,44.5,7
40237,8,89,3,30.3,7
40238,4,48,10,53.9,4
40239,1,47,2,16.8,7
40240,1,61,4,46.7,3
40241,8,71,10,46.0,6
40242,3,43,9,28.1,2
40243,5,45,7,15.1,8
40244,2,41,8,44.1,7
40245,4,48,9,66.2,6
40246,2,46,4,15.7,3
40247,4,45,8,70.1,1
40248,3,40,7,62.0,2
40249,1,70,1,43.9,5
40250,1,74,4,42.3,7
40251,1,69,10,72.2,2
40252,4,71,6,21.1,1
40253,7,62,6,47.4,8
40254,0,48,9,72.2,8
40255,5,78,8,52.4,1
40256,7,40,10,39.2,2
40257,8,67,9,70.2,8
40258,3,55,10,43.3,7
40259,8,60,3,32.2,8
40260,5,47,10,46.8,7
40261,4,64,5,23.3,4
40262,4,54,7,54.0,3
40263,7,52,1,30.7,3
40264,7,50,1,59.5,4
40265,5,68,5,25.6,8
40266,0,60,4,35.2,7
40267,2,81,8,19.3,5
40268,4,50,4,21.0,4
40269,0,81,7,23.4,2
40270,5,50,7,61.6,7
40271,7,83,2,56.7,1
40272,0,70,5,50.2,7
40273,1,42,7,52.9,7
40274,3,71,1,25.2,5
40275,3,55,3,42.9,1
40276,6,55,8,62.8,6
40277,4,40,1,21.4,4
40278,8,85,6,46.3,5
40279,0,58,10,45.4,3
40280,3,54,9,57.2,2
40281,0,56,9,68.9,4
40282,6,78,5,40.7,2
40283,3,81,6,22.7,7
40284,5,55,9,55.5,6
40285,6,64,2,63.8,7
40286,7,38,4,35.5,5
40287,0,66,9,71.7,2
40288,6,78,5,42.4,3
40289,0,39,1,20.5,8
40290,5,42,8,51.4,7
40291,1,39,3,19.4,2
40292,1,65,7,15.3,2
40293,3,64,3,59.2,8
40294,3,53,3,23.1,5
40295,4,43,4,65.1,1
40296,2,72,9,57.3,8
40297,1,39,8,39.3,1
40298,1,52,9,52.6,1
40299,3,88,3,18.8,2
40300,7,38,9,64.3,1
40301,4,39,6,42.5,1
40302,4,51,9,38.9,7
40303,5,39,4,29.5,1
40304,3,70,8,36.2,7
40305,2,53,10,56.2,3
40306,6,70,3,32.7,3
40307,7,45,6,44.3,2
40308,2,88,7,41.0,2
40309,1,85,4,73.0,6
40310,8,49,7,24.1,6
40311,6,60,10,32.9,7
40312,8,64,9,59.7,1
40313,2,86,10,45.8,7
40314,6,49,10,22.9,2
40315,0,49,8,31.6,8
40316,3,53,10,35.3,3
40317,4,81,6,43.4,5
40318,3,68,2,39.7,3
40319,1,76,3,44.1,6
40320,5,40,5,71.2,5
40321,4,54,9,15.1,7
40322,5,40,5,34.6,5
40323,3,77,10,52.2,8
40324,0,76,3,72.6,4
40325,1,82,3,30.1,5
40326,3,64,8,57.2,8
40327,3,66,2,52.8,8
40328,4,42,9,58.0,3
40329,3,63,5,33.2,4
40330,0,71,10,39.2,2
40331,1,78,8,44.4,8
40332,0,66,7,29.8,6
40333,3,47,8,45.9,4
40334,5,39,9,50.8,4
40335,2,52,9,20.7,6
40336,3,70,7,24.5,1
40337,6,42,5,22.8,2
40338,3,80,8,64.2,7
40339,1,54,8,47.1,5
40340,4,74,10,66.7,8
40341,2,59,9,27.0,1
40342,4,86,7,71.4,2
40343,2,67,9,24.4,8
40344,7,48,4,29.7,8
40345,5,90,10,57.8,8
40346,4,88,9,48.1,1
40347,0,38,7,62.7,5
40348,4,52,7,35.4,1
40349,4,66,8,16.0,5
40350,6,67,4,48.2,7
40351,1,68,6,56.3,8
40352,6,69,6,53.6,4
40353,6,41,6,29.9,6
40354,3,65,1,32.8,5
40355,4,79,9,37.7,7
40356,2,58,9,24.8,1
40357,0,69,2,19.4,6
40358,7,47,1,63.4,2
40359,5,78,8,51.9,4
40360,2,62,7,15.7,5
40361,5,86,3,57.5,2
40362,1,79,5,50.1,7
40363,3,75,3,49.9,3
40364,2,59,4,18.4,7
40365,0,79,6,20.1,2
40366,3,44,9,24.3,6
40367,4,53,10,56.2,1
40368,1,65,6,63.7,1
40369,6,84,4,38.2,7
40370,0,50,8,49.4,3
40371,6,62,1,39.4,5
40372,3,49,2,31.3,5
40373,1,48,3,42.2,4
40374,5,75,3,25.6,6
40375,4,51,3,22.1,2
40376,7,79,7,64.1,7
40377,5,63,5,64.8,6
40378,4,55,2,57.3,4
40379,4,44,2,50.2,7
40380,2,68,8,71.5,2
40381,4,76,6,30.4,2
40382,4,76,10,61.9,8
40383,1,80,9,57.3,6
40384,0,62,9,69.3,1
40385,5,56,1,53.0,7
40386,7,80,2,41.4,8
40387,0,87,9,66.0,6
40388,1,72,1,25.3,7
40389,8,64,6,49.0,7
40390,7,83,6,70.5,4
40391,2,46,5,54.5,6
40392,3,58,4,51.5,7
40393,6,75,2,20.9,3
40394,3,60,4,70.1,1
40395,6,47,6,28.4,5
40396,8,39,9,22.9,8
40397,8,89,6,72.5,4
40398,8,72,7,47.3,4
40399,4,75,7,61.1,2
40400,1,49,1,56.7,1
40401,7,86,2,38.2,8
40402,8,75,1,31.8,4
40403,7,64,1,25.8,3
40404,2,42,6,57.7,4
40405,8,59,9,17.8,8
40406,4,69,8,64.3,4
40407,5,51,9,54.5,7
40408,2,42,4,43.7,6
40409,6,43,7,46.2,2
40410,8,66,4,56.4,7
40411,7,46,9,54.9,5
40412,8,85,9,49.0,5
40413,4,57,2,36.0,2
40414,3,83,6,33.4,7
40415,3,48,1,56.1,7
40416,5,76,8,72.0,8
40417,2,69,3,60.0,3
40418,5,72,1,27.7,2
40419,4,58,10,15.3,5
40420,5,73,9,64.7,2
40421,0,60,7,35.9,7
40422,5,48,8,71.7,6
40423,1,85,10,49.1,2
40424,1,75,8,16.5,5
40425,7,88,4,41.4,2
40426,2,56,2,67.0,8
40427,4,53,3,53.2,8
40428,8,88,2,51.7,1
40429,6,54,6,48.5,7
40430,2,41,6,70.2,5
40431,6,52,6,26.1,6
40432,0,40,5,21.0,2
40433,1,89,9,40.5,5
40434,4,67,5,40.0,1
40435,2,84,9,38.1,1
40436,2,86,2,45.5,3
40437,1,85,2,32.3,6
40438,7,63,4,40.1,6
40439,8,65,8,25.9,8
40440,0,59,1,29.3,3
40441,5,63,4,47.0,3
40442,2,87,6,40.0,2
40443,7,60,4,44.0,5
40444,3,70,4,28.2,2
40445,1,54,10,52.0,6
40446,0,88,5,50.9,1
40447,3,68,4,33.7,8
40448,7,79,5,42.5,7
40449,8,51,1,53.5,5
40450,0,79,9,33.4,5
40451,2,58,9,36.5,8
40452,0,72,6,61.1,2
40453,3,69,1,37.5,1
40454,0,65,8,41.8,6
40455,4,83,5,17.4,8
40456,2,80,9,49.3,3
40457,6,47,6,65.2,6
40458,8,62,2,21.2,4
40459,3,43,10,44.1,1
40460,8,40,3,65.0,7
40461,8,79,10,71.1,1
40462,5,79,3,36.7,6
40463,4,49,9,31.2,2
40464,2,59,4,29.6,7
40465,7,88,9,66.4,3
40466,6,43,8,67.2,1
40467,6,68,2,39.6,5
40468,7,46,6,15.7,8
40469,0,60,6,56.9,5
40470,5,49,2,58.5,8
40471,3,82,4,60.7,2
40472,4,90,7,43.4,7
40473,2,44,2,38.4,5
40474,8,56,7,71.3,8
40475,8,51,2,18.8,3
40476,4,78,7,29.1,3
40477,8,38,4,71.9,4
40478,0,75,6,52.2,8
40479,6,87,8,67.7,7
40480,4,77,7,56.8,1
40481,1,63,1,45.4,2
40482,1,81,3,20.5,4
40483,8,71,4,15.9,7
40484,1,66,5,43.4,5
40485,5,40,4,22.9,6
40486,6,84,7,55.1,3
40487,0,85,5,51.5,6
40488,5,38,7,36.6,4
40489,6,79,1,25.9,4
40490,6,87,10,65.5,6
40491,8,66,10,46.5,3
40492,1,42,10,50.9,5
40493,8,84,2,48.9,5
40494,2,50,5,16.4,4
40495,8,43,2,42.1,5
40496,7,48,3,52.6,8
40497,6,55,1,36.9,3
40498,7,54,3,27.9,5
40499,1,83,3,36.8,8
40500,8,55,9,61.8,6
40501,0,55,9,61.0,5
40502,1,59,5,32.0,7
40503,8,55,4,70.7,4
40504,4,81,5,44.8,5
40505,0,47,3,65.0,3
40506,4,41,5,23.1,2
40507,6,67,3,55.3,8
